Title,Latitude,Longitude,categories,Info Title,Title Place,hashes,score,userScore,heart,title,category,address,roadAddress,mapx,mapy
진미식당,37.528631,126.897468, 동태탕,진미식당,영등포구청 ,"낮술,서민적인, 점심식사, 저녁식사",56,4.3,8,<b>진미식당</b>,음식점>한식,서울특별시 영등포구 당산동4가,서울특별시 영등포구 당산로 155,1268974682,375286310
영등포아바이순대국,37.51987,126.907598," 순댓국, 아바이순대",영등포아바이순대국,영등포 ,"혼밥,서민적인, 점심식사, 저녁식사",53,4.2,13,<b>영등포아바이순대국</b>,"한식>순대,순댓국",서울특별시 영등포구 영등포동5가 7,서울특별시 영등포구 영중로14길 22,1269075977,375198698
해동복국,37.521148,126.929858," 밥집, 복국",해동복국,여의도 ,"해장,겨울보양식, 점심식사, 저녁식사",50,5.0,20,<b>해동복국</b>,"해물,생선요리>복어요리",서울특별시 영등포구 여의도동 44-4,서울특별시 영등포구 여의대방로67길 22 1층,1269300080,375205787
본토박이,37.521705,126.926574," 쌈밥, 제육쌈밥",본토박이,여의도 ,"전지적참견시점, 혼밥,시끌벅적한, 점심식사, 저녁식사",50,4.4,40,<b>본토박이</b>,"한식>찌개,전골",서울특별시 영등포구 여의도동 35-2 백상빌딩 306호,서울특별시 영등포구 국제금융로6길 30 백상빌딩 306호,1269265738,375217047
제일어버이순대,37.519127,126.930931," 순대국밥, 순대",제일어버이순대,여의도 ,"해장,착한식당, 점심식사, 저녁식사",49,5.0,9,<b>제일어버이순대</b>,음식점>한식,서울특별시 영등포구 여의도동 44-35,서울특별시 영등포구 여의대방로 379 제일빌딩2층 213호,1269309306,375191266
호박집,37.51962,126.907885," 순대국, 찹쌀순대",호박집,영등포시장 ,"식사모임,서민적인, 점심식사, 저녁식사",48,3.2,40,<b>호박집</b>,음식점>한식,서울특별시 영등포구 영등포동5가 2 성일빌딩1층,서울특별시 영등포구 영등포로 237-1 성일빌딩1층,1269078851,375196199
소몽,37.526071,126.930806," 소바, 명란덮밥",소몽,여의도 ,",예쁜, 점심식사, 저녁식사",47,4.5,1,<b>소몽</b>,일식>일식당,"서울특별시 영등포구 여의도동 21-4 공작상가 2층 212, 213호","서울특별시 영등포구 여의나루로 113 공작상가 2층 212, 213호",1269308061,375260711
묘미식당,37.536033,126.894966," 일식, 덮밥",묘미식당,선유도역 ,",존맛, 점심식사, 저녁식사",46,4.0,13,<b>묘미식당</b>,일식>일식당,서울특별시 영등포구 양평동4가 80 선유도역2차 아이에스비즈타워 1층 묘미식당,서울특별시 영등포구 선유로49길 23 선유도역2차 아이에스비즈타워 1층 묘미식당,1268949656,375360327
향토,37.521803,126.926644," 보쌈, 보쌈정식",향토,여의도 ,"회식,푸짐한, 점심식사, 저녁식사, 좌식",46,4.3,18,오조망개떡,한식>향토음식,서울특별시 영등포구 여의도동 43-3 홍우빌딩 1층,서울특별시 영등포구 국제금융로 78 홍우빌딩 1층,1269313093,375208744
화포식당,37.519155,126.930516, 고깃집,화포식당,여의도 ,"회식,깔끔한, 점심식사, 저녁식사, 셀프바",46,4.9,4,<b>화포식당</b> 여의도점,"육류,고기요리>돼지고기구이",서울특별시 영등포구 여의도동 44-36 센터빌딩 2층 화포식당 여의도점,서울특별시 영등포구 여의대방로65길 6 센터빌딩 2층 화포식당 여의도점,1269305158,375191547
희락돈까스,37.522437,126.906295," 매운돈까스, 김치찌개",희락돈까스,영등포시장 ,"혼밥,서민적인, 점심식사, 저녁식사",45,3.3,16,<b>희락</b>돈가스,일식>돈가스,서울특별시 영등포구 영등포동5가 55 1층,서울특별시 영등포구 양산로 210 1층,1269062947,375224372
포메인 여의도점,37.519888,126.926586," 쌀국수, 베트남음식",포메인 여의도점,여의도 ,"혼밥,캐주얼한, 점심식사, 저녁식사",44,4.4,0,<b>포메인 여의도점</b>,음식점>베트남음식,서울특별시 영등포구 여의도동 36 롯데캐슬엠파이어 208호,서울특별시 영등포구 의사당대로 127 롯데캐슬엠파이어 208호,1269265857,375198882
송옥,37.525183,126.924871," 돈가스, 김치뚝배기",송옥,여의도ifc몰 ,"혼밥,캐주얼한, 점심식사",43,4.2,4,<b>송옥</b> IFC몰점,음식점>한식,서울특별시 영등포구 여의도동 23,서울특별시 영등포구 여의도동 국제금융로 10,1269255937,375245755
신의주곱창순대,37.520378,126.928617," 곱창, 순대",신의주곱창순대,여의도 ,"혼밥,서민적인, 점심식사, 저녁식사, 좌식",43,4.0,4,<b>신의주곱창순대</b>,한식>국밥,서울특별시 영등포구 여의도동 45-11 주택건설회관빌딩,서울특별시 영등포구 국제금융로8길 25 주택건설회관빌딩,1269286173,375203775
대문집,37.52267,126.924998," 삼겹살, 바싹불고기",대문집,여의도 ,"혼밥,서민적인, 점심식사, 저녁식사",43,4.7,7,<b>대문집</b>,한식>한정식,서울특별시 영등포구 여의도동 26-5 지하1층 B102호,서울특별시 영등포구 여의나루로 53-1 지하1층 B102호,1269249768,375227131
가마솥 칠성집,37.519774,126.907632," 순대국밥, 돼지국밥",가마솥 칠성집,영등포시장 ,"해장,노포, 점심식사, 저녁식사",42,3.0,3,,,,,,
비둘기집,37.507556,126.903847," 족발, 순대국",비둘기집,신길동 ,"낮술,서민적인, 점심식사, 저녁식사",42,4.3,8,<b>비둘기집</b>,"한식>족발,보쌈",서울특별시 영등포구 신길동 296-12,서울특별시 영등포구 도신로 106,1269038930,375075539
동춘관,37.525971,126.894302," 짬뽕, 중국집",동춘관,영등포구청역 ,",줄서서먹는, 점심식사, 제로페이",41,4.1,3,<b>동춘관</b>,중식>중식당,서울특별시 영등포구 당산동3가 416 삼성리빙스텔 102호,서울특별시 영등포구 당산로29길 7-1 삼성리빙스텔 102호,1268943016,375259714
서산묵은지 영등포구청점,37.52635,126.89503," 닭볶음탕, 갈비탕",서산묵은지 영등포구청점,영등포구청 ,"술모임,서민적인, 점심식사, 저녁식사, 제로페이",41,4.6,1,<b>서산묵은지 영등포구청점</b>,음식점>한식,서울특별시 영등포구 당산동3가 396-20 1층,서울특별시 영등포구 양산로19길 23-1 1층,1268950417,375263935
삼부리,37.515266,126.894432," 돈부리, 덮밥",삼부리,문래동 ,"혼밥,캐주얼한, 점심식사, 저녁식사, 바자리",41,3.6,29,<b>삼부리</b>,일식>덮밥,서울특별시 영등포구 대림동 1125 상가동 지하2층 105-1호,서울특별시 영등포구 디지털로 420 상가동 지하2층 105-1호,1269051055,374931208
부촌가마솥닭곰탕,37.534682,126.901782," 닭곰탕, 가마솥",부촌가마솥닭곰탕,당산역 ,"몸보신,서민적인, 점심식사, 저녁식사",41,3.7,8,,,,,,
예가원,37.518855,126.904603," 제육, 불갈비",예가원,영등포 ,"모임,참숯, 점심식사, 저녁식사",41,4.0,1,<b>예가원</b>,음식점>한식,서울특별시 영등포구 영등포동4가 88-1 1층,서울특별시 영등포구 영신로32길 32 1층,1269045510,375188441
해바라기,37.520763,126.926944," 삼겹살, 김치통삼겹",해바라기,여의도 ,"회식,존맛탱, 점심식사, 저녁식사",40,4.5,24,<b>해바라기</b>,음식점>한식,서울특별시 영등포구 여의도동 36-2 맨하탄빌딩 지하1층35-1호 해바라기,서울특별시 영등포구 국제금융로6길 33 맨하탄빌딩 지하1층35-1호 해바라기,1269269566,375207575
보승회관 당산역점,37.535384,126.899258, 순대국,보승회관 당산역점,당산역 ,"해장,계절메뉴, 점심식사, 저녁식사, 제로페이",40,3.0,2,<b>보승회관 당산역점</b>,음식점>한식>국밥,서울특별시 영등포구 당산동6가 339-2 1층,서울특별시 영등포구 양평로 70 1층,1268992575,375353841
상추집,37.497411,126.916307," 제육쌈밥, 불고기쌈밥",상추집,신길동 ,"혼밥,가성비좋은, 점심식사, 저녁식사",40,4.0,4,<b>상추집</b>,한식>쌈밥,서울특별시 영등포구 신길동 4377 104호,서울특별시 영등포구 여의대방로13길 3 104호,1269163075,374974264
구이92,37.526922,126.893464," 생선구이, 구이",구이92,영등포구청 ,"해장,국내산, 점심식사, 저녁식사",39,5.0,2,<b>구이92</b>,한식>생선구이,서울특별시 영등포구 당산동3가 558-2 당산골프클럽,서울특별시 영등포구 당산로31길 33 당산골프클럽,1268932830,375269474
본가한식,37.520251,126.926386," 김치찜, 묵은지김치찜",본가한식,여의도 ,"혼밥,서민적인, 점심식사, 저녁식사",39,4.1,1,<b>본가</b> 김치찜,음식점>한식,서울특별시 영등포구 여의도동 36 롯데캐슬엠파이어 B-012호,서울특별시 영등포구 의사당대로 127 롯데캐슬엠파이어 B-012호,1269263860,375202507
아우네장터순대국,37.520062,126.907446, 순댓국,아우네장터순대국,영등포시장 ,"혼밥,서민적인, 점심식사, 저녁식사",39,3.3,3,<b>아우네장터순대국</b>,"한식>순대,순댓국",서울특별시 영등포구 영등포동5가 13,서울특별시 영등포구 영중로14길 19-1,1269074458,375200620
비봉,37.527205,126.91687," 쌈밥, 샤브샤브",비봉,여의도 ,",캐주얼한, 점심식사, 저녁식사, 셀프바",39,3.5,12,<b>비봉</b>,음식점>한식,서울특별시 영등포구 여의도동 17-6 광복회관 지하1층,서울특별시 영등포구 국회대로62길 15 광복회관 지하1층,1269168701,375272053
더덮,37.529084,126.9219, 한식,더덮,영등포 ,"혼밥,서민적인, 점심식사, 저녁식사",38,3.8,9,<b>더덮</b>,음식점>한식,서울특별시 영등포구 여의도동 13-25,서울특별시 영등포구 은행로 29 지하1층,1269219003,375290840
너섬 본점,37.528251,126.916406," 청국장, 묵은지삼겹찜",너섬 본점,여의도 ,"데이트,토속음식점, 점심식사, 저녁식사",38,4.2,6,,,,,,
초향골,37.523244,126.885024," 칼국수, 칼국수전문",초향골,영등포 ,"해장,할머니손맛, 점심식사",38,4.0,0,<b>초향골</b>,"한식>칼국수,만두",서울특별시 영등포구 양평동2가 29-23,서울특별시 영등포구 영등포로 33,1268850242,375232441
블루어스,37.525347,126.889265," 등갈비, 덮밥",블루어스,양평역 ,"혼밥,지역주민이찾는, 점심식사, 저녁식사, 제로페이",38,3.6,0,<b>블루어스</b>,음식점>한식,서울특별시 영등포구 양평동3가 13 103호(이노플렉스빌딩),서울특별시 영등포구 양산로 57-5 103호(이노플렉스빌딩),1268892747,375253563
천안식당,37.51938,126.931451," 백반, 고추장불고기",천안식당,여의도 ,"혼밥,서민적인, 점심식사",38,3.6,1,<b>천안식당</b>,음식점>한식,서울특별시 영등포구 여의도동 44-14,서울특별시 영등포구 여의대방로 383 경도빌딩,1269314507,375193803
바로바로전집,37.514887,126.894393," 전집, 막걸리",바로바로전집,문래 ,"회식,비오는날, 저녁식사, 칸막이",45,5.0,15,<b>바로바로전집</b>,"한식>전,빈대떡",서울특별시 영등포구 문래동3가 58-21,서울특별시 영등포구 도림로 440-7,1268943929,375148867
본래순대,37.525599,126.894984," 순댓국, 순대",본래순대,영등포구청 ,"해장,깔끔한, 저녁식사, 셀프바",45,4.6,1,<b>본래순대 영등포</b>구청점,"한식>육류,고기요리>순대,순댓국",서울특별시 영등포구 당산동3가 398-5,서울특별시 영등포구 양산로19길 13-2,1268949841,375255992
새벽감자탕 본점,37.498982,126.918435, 감자탕,새벽감자탕 본점,보라매역 ,"해장,저렴한, 저녁식사, 좌식",40,4.6,0,<b>새벽감자탕 본점</b>,한식>감자탕,서울특별시 영등포구 신길동 485,서울특별시 영등포구 신풍로24길 10,1269184349,374989819
사비문,37.526661,126.897264," 삼겹살, 생삼겹살",사비문,영등포구청역 ,"회식,존맛, 저녁식사",37,5.0,0,<b>사비문</b>,한식>국밥,서울특별시 영등포구 당산동3가 183,서울특별시 영등포구 당산로32길 1-4,1268972641,375266614
대다,37.513126,126.892273, 술집,대다,문래 ,"술모임,분위기좋은, 저녁식사",37,4.0,2,<b>대다</b>,술집>요리주점,서울특별시 영등포구 문래동2가 49-20 대다,서울특별시 영등포구 경인로77길 18-1 대다,1268922732,375131256
대부도바지락칼국수,37.512458,126.921912," 바지락칼국수, 보리밥",대부도바지락칼국수,대방역 ,"해장,오래된식당, 점심식사, 저녁식사, 좌식",37,4.0,7,<b>대부도바지락칼국수</b>,"한식>칼국수,만두",서울특별시 영등포구 신길동 468-3,서울특별시 영등포구 영등포로86가길 12,1269219124,375124583
땅끝머and꼬,37.520243,126.901938, 불고기백반,땅끝머and꼬,영등포 ,"데이트,참숯, 점심식사, 저녁식사",37,5.0,0,,,,,,
덕인관 현대백화점 더현대 서울,37.525996,126.927651," 떡갈비, 한식",덕인관 현대백화점 더현대 서울,여의도더현대 ,"혼밥,원조",59,4.4,4,,,,,,
허슬네,37.520364,126.929735," 집밥, 한식",허슬네,여의도 ,"혼밥,저렴한",52,5.0,0,<b>허슬네</b>,음식점>한식,서울특별시 영등포구 여의도동 44-23 하남빌딩 지하1층 7호,서울특별시 영등포구 의사당대로1길 25 하남빌딩 지하1층 7호,1269298331,375200666
까치네김밥,37.526249,126.896978," 김밥, 분식",까치네김밥,영등포구청 ,"혼밥,캐주얼한",51,3.7,2,<b>까치네김밥 영등포</b>구청점,분식>종합분식,서울특별시 영등포구 당산동3가 228-23,서울특별시 영등포구 당산로 132,1268969782,375262492
선화식당,37.524575,126.889488," 청국장, 보쌈정식",선화식당,영등포 ,"혼밥,서민적인",50,4.5,2,<b>선화식당</b>,음식점>한식,서울특별시 영등포구 양평동1가 120-1,서울특별시 영등포구 선유로27길 9,1268894875,375245750
봉선마라탕,37.492147,126.897815," 마라탕, 꿔바로우",봉선마라탕,대림 ,"술모임,서민적인",49,3.9,36,<b>봉선마라탕</b>,중식>중식당,서울특별시 영등포구 대림동 1057-68 1층 봉선마라탕,서울특별시 영등포구 도림로38길 11 1층 봉선마라탕,1268978153,374921469
궁전 백반 삼겹살,37.520321,126.900821," 백반, 계란후라이",궁전 백반 삼겹살,영등포 ,"혼밥,지역주민이찾는",46,4.3,1,<b>궁전백반삼겹살</b>,"한식>육류,고기요리",서울특별시 영등포구 당산동1가,서울특별시 영등포구 영신로 139-2,1269008210,375203211
본가감자탕,37.535609,126.902096," 감자탕, 백반",본가감자탕,당산역 ,"혼밥,푸짐한",44,4.0,4,<b>본가감자탕</b>,한식>감자탕,서울특별시 영등포구 당산동6가 334-1,서울특별시 영등포구 당산로49길 7,1269020960,375356090
당산8번가 찹쌀순대,37.533209,126.904366," 순댓국, 찹쌀순대",당산8번가 찹쌀순대,당산 ,"혼밥,숨은맛집",43,3.5,3,<b>당산8번가찹쌀순대</b>,음식점>한식,서울특별시 영등포구 당산동6가 234-3 엘리트빌딩,서울특별시 영등포구 당산로46길 19 엘리트빌딩,1269043659,375332093
강남식당,37.52425,126.892307," 두부조림, 두부김치",강남식당,영등포구청역 ,"혼밥,",41,5.0,2,<b>강남식당</b>,음식점>한식,서울특별시 영등포구 당산동2가 162-12,서울특별시 영등포구 선유동1로 24-5,1268923065,375242495
명인만두,37.519244,126.931473," 만두, 분식",명인만두,여의도 ,"혼밥,",41,5.0,0,<b>명인만두</b> 여의도점,음식점>분식,서울특별시 영등포구 여의도동 44-14,서울특별시 영등포구 여의대방로 383,1269314730,375192440
양평닭한마리,37.5244,126.884933," 닭한마리, 삼계탕",양평닭한마리,양평역 ,"혼밥,",40,5.0,0,<b>양평닭한마리</b>,"한식>백숙,삼계탕",서울특별시 영등포구 양평동2가 31-10,서울특별시 영등포구 선유서로25길 7-5,1268849330,375244003
해동집 영등포본점,37.520958,126.9054," 선지해장국, 해장국",해동집 영등포본점,영등포 ,"혼밥,서민적인",40,3.5,2,<b>해동집 영등포본점</b>,음식점>한식,서울특별시 영등포구 영등포동5가 26-2,서울특별시 영등포구 영등포로37길 9-1,1269054000,375209580
돈복순대국,37.524413,126.892663, 순댓국,돈복순대국,영등포구청 ,"해장,깔끔한",39,4.5,0,<b>돈복순대국</b>,"한식>순대,순댓국",서울특별시 영등포구 당산동2가 161-33,서울특별시 영등포구 양산로 88-4,1268926631,375244126
홍당무김밥,37.518068,126.901789," 분식, 김밥",홍당무김밥,영등포 ,"혼밥,다양한메뉴, 셀프코너",39,5.0,0,,,,,,
양평해장국,37.534833,126.903638," 해장국, 선지해장국",양평해장국,당산역 ,"해장,숨은맛집",39,4.2,3,<b>양평해장국</b>,한식>해장국,서울특별시 영등포구 당산동6가 289-3,서울특별시 영등포구 당산로48길 13,1269036375,375348333
실비식당,37.526407,126.903337," 백반, 백반집",실비식당,영등포 ,"혼밥,서민적인",39,3.5,2,<b>실비식당</b>,음식점>한식,서울특별시 영등포구 영등포동8가 31-8,서울특별시 영등포구 영신로54길 2,1269033368,375264074
왕돈까스&왕냉면 당산점,37.528666,126.899829," 분식, 왕냉면",왕돈까스&왕냉면 당산점,당산 ,"혼밥,가성비좋은",37,4.0,0,<b>왕돈까스&amp;왕냉면 당산점</b>,일식>돈가스,서울특별시 영등포구 당산동4가 32-14,서울특별시 영등포구 당산로38길 13,1268998157,375286526
