Title,Latitude,Longitude,categories,Info Title,Title Place,hashes,score,userScore,heart,title,category,address,roadAddress,mapx,mapy
순흥골,37.528343,126.906233," 돼지갈비, 갈비",순흥골,영등포 ,"가족모임,저렴, 점심식사, 주차",41,3.6,0,<b>순흥골</b> 신길점,한식>돼지고기구이,서울특별시 영등포구 신길동 3741-53,서울특별시 영등포구 대방천로 175,1269104650,374992920
푸에르코 여의도점,37.523882,126.924138," 소고기, 이베리코",푸에르코 여의도점,여의도 ,"손님접대,깔끔한, 콜키지프리, 주차",40,4.0,0,,,,,,
천지면옥,37.531014,126.920859," 평양냉면, 냉면",천지면옥,여의도 ,"가족외식,깔끔한, 점심식사, 저녁식사, 무료주차",40,3.3,4,<b>천지면옥</b>,한식>냉면,서울특별시 영등포구 여의도동 13 진미파라곤빌딩 1층,서울특별시 영등포구 국회대로 800 진미파라곤빌딩 1층,1269208593,375310138
여의도생고기 본점,37.520071,126.930768," 소고기, 고기집",여의도생고기 본점,여의도 ,"데이트코스,직장인맛집, 저녁식사, 장애인편의시설, 무료주차",39,3.4,1,,,,,,
지코바치킨 영등포1호점,37.524374,126.906723," 치킨, 치밥",지코바치킨 영등포1호점,영등포 ,",원조, 주차, 배달",39,5.0,1,<b>지코바치킨 영등포1호점</b>,"음식점>치킨,닭강정",서울특별시 영등포구 영등포동7가 203 근린생활시설2동1층1호,서울특별시 영등포구 국회대로54길 10 근린생활시설2동1층1호,1269067232,375243744
콩팥전문,37.520732,126.936972," 김밥, 팥전문",콩팥전문,여의도 ,"혼밥,숨은맛집, 점심식사, 저녁식사, 제로페이, 주차",39,4.0,3,<b>콩팥전문</b>,한식>두부요리,서울특별시 영등포구 여의도동 50,서울특별시 영등포구 63로 45 여의도시범아파트 7동 지하상가 1층 22호,1269375259,375198262
해바라기정육식당,37.514037,126.920181," 정육식당, 육회",해바라기정육식당,신길동 ,",시끌벅적한, 점심식사, 저녁식사, 셀프바, 주차",39,4.0,15,<b>해바라기정육식당</b> 신길점,"육류,고기요리>정육식당","서울특별시 영등포구 신길1동 65-80 381,","서울특별시 영등포구 영등포로 382 381,",1269201814,375140369
창고43 여의강변점,37.530775,126.924893," 한우, 소고기",창고43 여의강변점,여의도 ,"회식,격식있는, 점심식사, 저녁식사, 콜키지, 주차",39,5.0,4,<b>창고43 여의강변점</b>,한식>소고기구이,서울특별시 영등포구 여의도동 11-11 한서리버파크 3층,서울특별시 영등포구 여의서로 43 한서리버파크 3층,1269248935,375307751
양촌리,37.520798,126.90423," 소고기, 화로구이",양촌리,영등포 ,"회식장소,참숯, 점심식사, 놀이방, 발렛파킹",38,4.0,2,<b>양촌리 영등포</b>점,"한식>육류,고기요리",서울특별시 영등포구 영등포동6가 3-2 양우화인텔,서울특별시 영등포구 영등포로35길 10 양우화인텔,1269042298,375207984
하남돼지집 문래점,37.519966,126.890229," 삼겹살, 고기집",하남돼지집 문래점,문래 ,"식사모임,참숯, 점심식사, 저녁식사, 셀프바, 주차",38,3.7,0,<b>하남돼지집 문래점</b>,"육류,고기요리>돼지고기구이",서울특별시 영등포구 문래동3가 82-29 102호,서울특별시 영등포구 선유로 70 102호,1268901620,375201718
셋째집 서여의도점,37.529368,126.919885," 삼겹살, 냉삼",셋째집 서여의도점,여의도 ,"회식장소,런치세트, 점심식사, 저녁식사, 주차",38,4.2,1,여의도 <b>셋째집</b> 2호점,"음식점>한식>육류,고기요리>돼지고기구이",서울특별시 영등포구 여의도동 14-27 대산빌딩 B1층,서울특별시 영등포구 국회대로70길 12 대산빌딩 B1층,1269198852,375293678
신사부대찌개 품격삼결삽 영등포본사직영점,37.530648,126.897718," 부대찌개, 삼겹살",신사부대찌개 품격삼결삽 영등포본사직영점,당산 ,"해장,얼큰한국물, 점심식사, 셀프바, 주차",37,4.0,15,,,,,,
삼육공여의도 케이타워점,37.519746,126.928067," 삼겹살, 고기집",삼육공여의도 케이타워점,여의도역 ,"회식,깔끔한, 점심식사, 저녁식사, 무료주차",37,3.7,1,<b>삼육공여의도 케이타워점</b>,"한식>육류,고기요리",서울특별시 영등포구 여의도동 45-1 SK증권빌딩 지하2층,서울특별시 영등포구 국제금융로8길 31 SK증권빌딩 지하2층,1269280666,375197460
연타발 여의도점,37.528937,126.92041," 양대창, 고기집",연타발 여의도점,여의도 ,"연말모임,깔끔한, 점심식사, 예약가능, 무료주차",37,3.4,1,<b>연타발 여의도점</b>,"육류,고기요리>곱창,막창,양",서울특별시 영등포구 여의도동 14-31,서울특별시 영등포구 국회대로70길 18,1269203561,375289905
은성회관,37.519592,126.929986," 갈비탕, 왕돼지갈비",은성회관,여의도 ,"술모임,서민적인, 점심식사, 저녁식사, 주차",37,4.0,5,<b>은성회관</b>,음식점>한식,서울특별시 영등포구 여의도동 44-32 에리트빌딩,서울특별시 영등포구 여의대방로65길 12 에리트빌딩,1269299858,375195915
돌배기집 영등포역점,37.517152,126.907167," 소고기, 살치살",돌배기집 영등포역점,영등포 ,"모임,가성비좋은, 점심식사, 24시간영업, 셀프바",41,5.0,5,<b>돌배기집 영등포역점</b>,"육류,고기요리>소고기구이",서울특별시 영등포구 영등포동3가 10-27 1층,서울특별시 영등포구 영중로4길 6-1 1층,1269071673,375171515
미나리삼겹살 솥,37.534322,126.900422," 미나리삼겹살, 차돌삼합",미나리삼겹살 솥,당산역 ,"회식,쾌적한, 점심식사, 저녁식사, 24시간영업, 셀프바, 주차",31,3.0,0,<b>미나리삼겹살 솥</b>,음식점>한식,서울특별시 영등포구 당산동5가 32-2 코트론빌딩 1층,서울특별시 영등포구 양평로 53 코트론빌딩 1층,1269005320,375343465
연변왕꼬치 1호점,37.491314,126.900982," 양꼬치, 왕꼬치",연변왕꼬치 1호점,대림역 ,"모임,원조, 24시간영업",0,0.0,0,<b>연변왕꼬치 1호점</b>,중식>양꼬치,서울특별시 영등포구 대림동 1033-5,서울특별시 영등포구 디지털로53길 6-1 부림주택,1269009818,374913139
화로구이 신도림점,37.512368,126.894152," 돼지갈비, 꽃등심",화로구이 신도림점,문래동 ,",아늑한분위기, 저녁식사, 24시간영업, 지역화폐, 주차",0,0.0,0,<b>화로구이 신도림점</b>,"한식>육류,고기요리",서울특별시 영등포구 문래동2가 24,서울특별시 영등포구 경인로 725,1268941516,375123679
더미 여의도점,37.524103,126.924486, 소고기구이,더미 여의도점,여의도 ,"회식장소,고급스러운, 점심식사, 저녁식사, 개별룸, 콜키지, 주차",37,4.0,0,<b>더미 여의도점</b>,한식>소고기구이,서울특별시 영등포구 여의도동 23-9 현대차증권빌딩 B1층 더미,서울특별시 영등포구 국제금융로2길 28 현대차증권빌딩 B1층 더미,1269244858,375241028
관호,37.520703,126.930009," 양갈비, 양고기",관호,여의도 ,"회식장소,참숯, 저녁식사, 개별룸",35,3.0,1,<b>관호</b>,음식점>양갈비,서울특별시 영등포구 여의도동 44-2 205호,서울특별시 영등포구 여의대방로67길 22 205호,1269300346,375206223
찰진한우,37.519366,126.929602," 한우, 고기집",찰진한우,여의도 ,"회식장소,점심특선, 점심식사, 저녁식사, 룸식, 발렛파킹",33,4.0,0,<b>찰진한우</b>,한식>소고기구이,서울특별시 영등포구 여의도동 46-1 유창빌딩 3층,서울특별시 영등포구 여의대방로65길 13 유창빌딩 3층,1269296018,375193665
서울안심정육,37.530243,126.920917," 소고기, 한우",서울안심정육,여의도 ,"회식,고급스러운, 개별룸",0,4.0,0,<b>서울안심정육</b> 서여의도점,"한식>육류,고기요리",서울특별시 영등포구 여의도동 13-17 지하1층 서울안심정육,서울특별시 영등포구 국회대로74길 10 지하1층 서울안심정육,1269209166,375302434
도쿄등심 서여의도점,37.529368,126.919885," 한우, 등심",도쿄등심 서여의도점,국회의사당역 ,"손님접대,디너코스, 콜키지프리, 룸식당",0,5.0,0,<b>도쿄등심</b> 여의도 2호점,"음식점>한식>육류,고기요리>소고기구이",서울특별시 영등포구 여의도동 14-27 대산빌딩 B1층,서울특별시 영등포구 국회대로70길 12 대산빌딩 B1층,1269198852,375293678
청정소갈비살,37.522476,126.89281," 소갈비, 소갈비살",청정소갈비살,영등포 ,"술모임,서민적인, 저녁식사, 야외좌석(테라스)",49,4.0,8,<b>청정소갈비살</b>,한식>소고기구이,서울특별시 영등포구 당산동2가 48-19,서울특별시 영등포구 영등포로19길 5,1268928099,375224759
마초갈비 여의도공원점,37.525361,126.919065," 고깃집, 갈비",마초갈비 여의도공원점,여의도공원 ,"회식,깔끔한, 점심식사, 저녁식사, 야외테라스",46,3.6,26,<b>마초갈비 여의도공원점</b>,"음식점>한식>육류,고기요리",서울특별시 영등포구 여의도동 17 더샾아일랜드파크 101동 105호 마초갈비,서울특별시 영등포구 의사당대로 38 더샾아일랜드파크 101동 105호 마초갈비,1269193312,375255398
샐러디 선유도역점,37.537394,126.893794, 샐러드,샐러디 선유도역점,선유도역 ,"건강식,깔끔한, 테이크아웃",0,0.0,0,<b>샐러디 선유도역점</b>,"도시락,컵밥>다이어트,샐러드",서울특별시 영등포구 양평동4가 103,서울특별시 영등포구 양평로21길 3,1268937941,375373938
청기와타운 영등포본점,37.518401,126.90851," 왕갈비, 고기집",청기와타운 영등포본점,영등포 ,"생방송투데이, 식사모임,캐주얼한, 점심식사, 저녁식사, 콜키지, 콜키지프리",61,4.5,24,<b>청기와타운 영등포본점</b>,"한식>육류,고기요리",서울특별시 영등포구 영등포동3가 24-2,서울특별시 영등포구 영중로10길 32-4,1269085101,375184006
문래그집,37.521565,126.890394," 삼겹살, 리조또",문래그집,양평동 ,"식사모임,시끌벅적한, 점심식사, 저녁식사, 콜키지",50,4.2,4,<b>문래그집</b>,"한식>육류,고기요리",서울특별시 영등포구 양평동1가 9-37,서울특별시 영등포구 선유로22길 3,1268903942,375215653
태양정육식당,37.519016,126.892206," 정육식당, 소고기",태양정육식당,문래 ,"회식,오래된맛집, 콜키지프리",45,5.0,10,<b>태양정육식당</b>,"육류,고기요리>정육식당",서울특별시 영등포구 문래동3가 77-64,서울특별시 영등포구 문래로 92-3,1268923201,375190181
창고43 샛강점,37.518285,126.931126," 한우, 소고기",창고43 샛강점,여의도 ,"회식,고급스러운, 저녁식사, 콜키지",43,4.4,11,<b>창고43 샛강점</b>,한식>소고기구이,서울특별시 영등포구 여의도동 55-2 나라키움여의도 2층,서울특별시 영등포구 여의대방로 376 나라키움여의도 2층,1269311257,375182848
청기와타운 여의도점,37.530525,126.921249, 고깃집,청기와타운 여의도점,여의도 ,"회식,힙한분위기, 콜키지, 주차",36,4.0,0,<b>청기와타운 여의도점</b>,"한식>육류,고기요리","서울특별시 영등포구 여의도동 13-2 1층 101호, 106호","서울특별시 영등포구 국회대로74길 9 1층 101호, 106호",1269212485,375305250
한우식당 마블스,37.499901,126.907009," 한우, 한우전문",한우식당 마블스,신풍역 ,"가족외식,가성비좋은, 점심식사, 저녁식사, 놀이방, 주차",31,0.0,1,<b>한우식당마블스</b>,한식>소고기구이,서울특별시 영등포구 신길동 427-2 1층,서울특별시 영등포구 신풍로 10 1층,1269070088,374999012
명륜진사갈비 영등포 신길점,37.507332,126.910726," 고깃집, 갈비",명륜진사갈비 영등포 신길점,영등포 ,"가족외식,고급스러운, 놀이방",0,0.0,0,<b>명륜진사갈비 영등포 신길점</b>,"한식>육류,고기요리",서울특별시 영등포구 신길동 232-90 1층,서울특별시 영등포구 신길로 169-1 1층,1269107855,375073458
더함한우골,37.52508,126.894851," 한우, 등심",더함한우골,영등포구청역 ,"데이트,고급스러운, 점심식사, 저녁식사, 칸막이",41,3.6,57,<b>더함한우골</b>,한식>소고기구이,서울특별시 영등포구 당산동3가 457,서울특별시 영등포구 양산로19길 7,1268948509,375250804
반야월막창,37.526497,126.897938," 막창, 생막창",반야월막창,영등포구청 ,"회식,원조, 반려동물동반",34,0.0,4,대구<b>반야월막창 영등포</b>구청점,"한식>곱창,막창,양",서울특별시 영등포구 당산동3가 129,서울특별시 영등포구 국회대로36길 10,1268979378,375264974
삼겹쌀롱,37.498929,126.912233," 삼겹살, 짜파구리",삼겹쌀롱,보라매 ,"회식,숨은맛집, 반려동물동반",32,0.0,3,<b>삼겹쌀롱</b> 보라매점,"한식>육류,고기요리",서울특별시 영등포구 신길동 4525-1,서울특별시 영등포구 대방천로 192,1269122330,374989288
낭만솥뚜껑,37.519119,126.928479, 고기집,낭만솥뚜껑,여의도 ,"회식장소,반려동물동반, 주차",31,0.0,0,<b>낭만솥뚜껑</b> 여의도점,"한식>육류,고기요리",서울특별시 영등포구 여의도동 45-5 대우메종리브르오피스텔 1층 101호 낭만솥뚜껑 여의도점,서울특별시 영등포구 의사당대로1길 11 대우메종리브르오피스텔 1층 101호 낭만솥뚜껑 여의도점,1269284805,375190697
한미옥 여의도직영점,37.524335,126.927782," 솥밥, 구절판",한미옥 여의도직영점,여의도 ,"회식장소,줄서는식당, 반려동물동반, 주차",0,5.0,0,<b>한미옥 여의도직영점</b>,"한식>육류,고기요리",서울특별시 영등포구 여의도동 24-5 한마루빌딩 1층 5호,서울특별시 영등포구 여의나루로 81 한마루빌딩 1층 5호,1269276927,375242364
남영동양문 영등포점,37.518834,126.909278," 소갈비, 양념갈비",남영동양문 영등포점,영등포 ,"회식,줄서는식당, 반려동물동반",0,0.0,0,<b>남영동양문 영등포점</b>,"음식점>한식>육류,고기요리",서울특별시 영등포구 영등포동3가 3-6 1층,서울특별시 영등포구 영등포로 252 1층,1269093543,375188495
진콩나물국밥,37.525019,126.889377," 콩나물국밥, 비빔밥",진콩나물국밥,양평동 ,"혼밥,서민적인, 아침식사, 점심식사, 저녁식사, 좌식",51,4.2,6,<b>진콩나물국밥</b>,한식>국밥,서울특별시 영등포구 양평동1가 270 창건 애드웰 아파트,서울특별시 영등포구 양산로 56 창건 애드웰 아파트,1268893770,375250190
한우진곰탕,37.526902,126.894777," 곰탕, 한우",한우진곰탕,영등포구청 ,"혼밥,깔끔한, 아침식사, 점심식사, 저녁식사",49,4.0,2,<b>한우진곰탕</b>,음식점>한식,서울특별시 영등포구 당산동3가 395-10,서울특별시 영등포구 당산로31길 18,1268947549,375268688
써브웨이 문래점,37.520022,126.890047," 스테이크, 에그마요",써브웨이 문래점,문래 ,"혼밥,서민적인, 아침식사, 점심식사, 저녁식사, 테이크아웃",44,4.5,0,<b>써브웨이 문래점</b>,음식점>샌드위치,서울특별시 영등포구 문래동3가 82-29 우리벤처타운2,서울특별시 영등포구 선유로 70 우리벤처타운2,1268900471,375200221
고성소머리국밥,37.524656,126.890429," 소머리국밥, 한우",고성소머리국밥,영등포 ,"보양음식,숨은맛집, 아침식사, 점심식사, 저녁식사, 제로페이",44,5.0,3,<b>고성소머리국밥</b>,한식>국밥,서울특별시 영등포구 양평동1가 116-24,서울특별시 영등포구 선유로 119,1268904294,375246560
황태본가,37.523145,126.924525," 한식, 황태",황태본가,여의도 ,"해장,줄서서먹는, 아침식사, 점심식사, 저녁식사, 칸막이",37,3.3,6,<b>황태본가</b>,"한식>해물,생선요리",서울특별시 영등포구 여의도동 26,서울특별시 영등포구 국제금융로2길 37 S-TRENUE,1269245254,375231445
써브웨이 당산역점,37.53484,126.900726," 바베큐, 샌드위치",써브웨이 당산역점,당산역 ,"저칼로리,저렴, 아침식사, 점심식사, 저녁식사",36,4.0,0,<b>써브웨이 당산역점</b>,음식점>샌드위치,서울특별시 영등포구 당산동6가 337-23 그랜드컨벤션센타 1층 101호,서울특별시 영등포구 양평로 58 그랜드컨벤션센타 1층 101호,1269007258,375348395
신원,37.523934,126.923003," 한식, 고등어조림",신원,여의도 ,"회식,직장인맛집, 아침식사, 점심식사, 좌식테이블, 주차",32,3.0,2,<b>신원</b>,음식점>한식,서울특별시 영등포구 여의도동 23-5 지하1층 신원,서울특별시 영등포구 여의대로 56 지하1층 신원,1269229652,375239799
부일갈비,37.518147,126.908652," 돼지갈비, 숯불갈비",부일갈비,영등포 ,"가족외식,서민적인, 점심식사, 저녁식사, 좌식",63,4.7,50,,,,,,
원조 부안집,37.52626,126.897848, 고깃집,원조 부안집,영등포구청역 ,"술모임,캐주얼한, 점심식사, 저녁식사, 셀프바",59,4.4,17,<b>원조부안집</b> 본점,"음식점>한식>육류,고기요리>돼지고기구이",서울특별시 영등포구 당산동3가 228-1,서울특별시 영등포구 당산로32길 10,1268978241,375262405
미나리우리삼겹,37.526963,126.897582," 삼겹살, 미나리",미나리우리삼겹,영등포구청역 ,"식사모임,서민적인, 점심식사, 저녁식사, 예약가능",59,4.2,42,<b>미나리우리삼겹</b> 본점,"한식>육류,고기요리",서울특별시 영등포구 당산동3가 163,서울특별시 영등포구 국회대로34길 5,1268976670,375269117
장군집 양평동본점,37.524451,126.885795," 고깃집, 돼지부속",장군집 양평동본점,양평동 ,"술모임,서민적인, 점심식사, 저녁식사, 연탄불",58,4.2,18,<b>장군집 양평동본점</b>,"한식>육류,고기요리",서울특별시 영등포구 양평동2가 33-42 1층 1호,서울특별시 영등포구 선유서로 97 1층 1호,1268857680,375244599
세광양대창 여의도점,37.520444,126.929305," 대창, 양대창",세광양대창 여의도점,여의도 ,"술모임,시끌벅적한, 점심식사, 저녁식사, 제로페이",55,4.6,11,<b>세광양대창 여의도점</b>,"한식>곱창,막창,양",서울특별시 영등포구 여의도동 44-22,서울특별시 영등포구 여의대방로65길 24,1269293053,375204440
수라,37.525727,126.896917," 만둣국, 만두전골",수라,영등포구청역 ,"가족외식,푸짐한, 점심식사, 저녁식사, 좌식테이블",54,4.5,12,<b>수라</b>,음식점>한식,서울특별시 영등포구 당산동3가 245,서울특별시 영등포구 당산로 124,1268969221,375257124
잠수교집 여의도점,37.526124,126.931109," 냉동삼겹살, 고기집",잠수교집 여의도점,여의도 ,"식사모임,캐주얼한, 점심식사, 저녁식사",52,4.5,4,,,,,,
돈꼬불,37.515423,126.894694," 특수부위, 돼지꼬리",돈꼬불,문래 ,"다코숨은맛집, 술모임,캐주얼한, 점심식사, 저녁식사",52,4.3,19,<b>돈꼬불</b>,"한식>육류,고기요리",서울특별시 영등포구 문래동3가 58-2 1층,서울특별시 영등포구 도림로128길 21 1층,1268946863,375154278
마굿간생고기,37.517303,126.907905," 고깃집, 생고기",마굿간생고기,영등포역 ,"술모임,캐주얼한, 점심식사, 저녁식사, 셀프바",51,4.0,81,<b>마굿간생고기</b>,"한식>육류,고기요리",서울특별시 영등포구 영등포동3가 10-38,서울특별시 영등포구 영중로4길 14,1269079051,375173034
영등포꽃삼,37.517109,126.907037," 삼겹살, 고기집",영등포꽃삼,영등포 ,"술모임,시끌벅적한, 점심식사, 저녁식사",49,4.6,21,<b>영등포꽃삼</b>,한식>돼지고기구이,서울특별시 영등포구 영등포동3가 10-24 1층 영등포꽃삼,서울특별시 영등포구 영중로4길 6 1층 영등포꽃삼,1269070373,375171089
팔각도 영등포점,37.517266,126.908562," 특수부위, 닭요리",팔각도 영등포점,영등포 ,"술모임,서민적인, 점심식사, 저녁식사, 예약가능",49,4.6,2,<b>팔각도 영등포점</b>,"음식점>한식>육류,고기요리>닭갈비",서울특별시 영등포구 영등포동3가 11-6 1층,서울특별시 영등포구 경인로 863 1층,1269085620,375172664
계옥정,37.513415,126.893421," 특수부위, 닭",계옥정,문래동 ,"모임,캐주얼한, 점심식사, 저녁식사, 예약가능",48,4.4,11,<b>계옥정</b>,"한식>육류,고기요리",서울특별시 영등포구 문래동2가 42-8 1층,서울특별시 영등포구 경인로79길 17-2 1층,1268934156,375134109
냅다청양집,37.526215,126.898167," 껍데기, 냉삼",냅다청양집,영등포구청역 ,"술모임,서민적인, 점심식사, 저녁식사",47,4.2,7,<b>냅다청양집</b> 본점,"음식점>한식>육류,고기요리>돼지고기구이",서울특별시 영등포구 당산동3가 85-1 1층,서울특별시 영등포구 당산로32길 12 1층,1268981673,375262145
서글렁탕,37.519423,126.932988," 삼겹살, 냉삼",서글렁탕,여의도 ,"술모임,서민적인, 점심식사, 저녁식사",47,4.0,55,<b>서글렁탕</b>,한식>돼지고기구이,서울특별시 영등포구 여의도동 53 1F (우정상가 1층),서울특별시 영등포구 여의대방로 394 우정빌딩,1269329880,375194230
연탄불,37.526094,126.893604," 돼지갈비, 닭발",연탄불,영등포구청 ,"식신로드, 회식,서민적인, 점심식사, 저녁식사, 연탄불",46,4.8,5,<b>연탄불</b>,"한식>육류,고기요리",서울특별시 영등포구 당산동3가 555-1 연탄불,서울특별시 영등포구 양산로17길 17 연탄불,1268936039,375260935
도동집,37.497374,126.916276," 술집, 벤또",도동집,보라매 ,"데이트,서민적인, 점심식사, 저녁식사",45,4.2,15,<b>도동집</b>,음식점>한식,서울특별시 영등포구 신길6동 4377-1 101호,서울특별시 영등포구 여의대방로13길 3 101호,1269163423,374972907
순흥골,37.499292,126.910465," 돼지갈비, 스테이크",순흥골,신풍역 ,"모임,시끌벅적한, 점심식사, 저녁식사, 현장대기필요",44,4.8,31,<b>순흥골</b> 신길점,한식>돼지고기구이,서울특별시 영등포구 신길동 3741-53,서울특별시 영등포구 대방천로 175,1269104650,374992920
태양생고기,37.527199,126.906102," 김치찌개, 생고기",태양생고기,영등포시장역 ,"가족외식,서민적인, 점심식사, 저녁식사",43,4.2,12,<b>태양생고기</b>,음식점>한식,서울특별시 영등포구 영등포동8가 49,서울특별시 영등포구 영중로38길 4,1269061021,375271988
이도식당,37.529224,126.919685," 샤브샤브, 국수전골",이도식당,여의도 ,"점심회식,줄서서먹는, 점심식사, 저녁식사",42,4.0,4,<b>이도식당</b>,음식점>한식,서울특별시 영등포구 여의도동 14-24,서울특별시 영등포구 국회대로68길 11 삼보호정빌딩,1269196845,375292240
우정갈비,37.51854,126.905956," 고깃집, 갈비",우정갈비,영등포 ,"몸보신,노포, 점심식사",42,5.0,4,<b>우정갈비</b>,한식>소고기구이,서울특별시 영등포구 영등포동3가 8 남서울빌딩,서울특별시 영등포구 영중로 22 남서울빌딩,1269059559,375185400
문래동 냉삼,37.516602,126.889387," 고깃집, 냉삼",문래동 냉삼,문래동 ,"회식,서민적인, 점심식사, 저녁식사",42,3.7,2,<b>문래동냉삼</b>본점,"음식점>한식>육류,고기요리>돼지고기구이",서울특별시 영등포구 문래동4가 8-18,서울특별시 영등포구 도림로147길 1,1268893872,375166020
여의화로,37.520763,126.929149, 고깃집,여의화로,여의도 ,"회식장소,분위기좋은, 점심식사, 제로페이",42,0.0,1,여의도고기명가 <b>여의화로</b>,"한식>육류,고기요리",서울특별시 영등포구 여의도동 44-21 중앙빌딩 지하1층,서울특별시 영등포구 국제금융로8길 19 중앙빌딩 지하1층,1269291485,375207633
항정사이,37.517472,126.90789," 고깃집, 항정",항정사이,영등포 ,"모임,캐주얼한, 점심식사, 저녁식사",42,5.0,5,<b>항정사이</b>,"한식>육류,고기요리","서울특별시 영등포구 영등포동3가 21 1층일부, 2층전체","서울특별시 영등포구 영중로4길 13-2 1층일부, 2층전체",1269078779,375174614
승남집,37.51754,126.90751," 고깃집, 우삼겹",승남집,영등포역 ,"술모임,시끌벅적한, 저녁식사, 칸막이",64,4.2,53,<b>승남집</b>,한식>소고기구이,서울특별시 영등포구 영등포동3가 21-3,서울특별시 영등포구 영중로4길 9-4 승남집,1269075102,375175399
기찻길연탄불생고기,37.535588,126.902916," 고깃집, 생고기",기찻길연탄불생고기,당산 ,"술모임,서민적인, 저녁식사, 연탄불",56,4.4,63,<b>기찻길연탄불생고기</b>,한식>돼지고기구이,서울특별시 영등포구 당산동6가 320,서울특별시 영등포구 당산로 247,1269029156,375355884
송원 마포 돼지갈비,37.516699,126.889184," 돼지갈비, 무생채비빔밥",송원 마포 돼지갈비,문래 ,"다코숨은맛집, 식신로드, 맛있는녀석들, 술모임,시끌벅적한, 저녁식사, 셀프바",55,4.6,134,<b>송원 마포 돼지갈비</b>,"한식>육류,고기요리",서울특별시 영등포구 문래동4가 9-8,서울특별시 영등포구 도림로147길 2-1,1268891844,375166993
동래정 본점,37.525684,126.897274," 고깃집, 가브리살",동래정 본점,영등포구청역 ,"술모임,시끌벅적한, 저녁식사",54,4.2,11,<b>동래정</b> <b>영등포</b><b>본점</b>,"한식>육류,고기요리",서울특별시 영등포구 당산동3가 223-3 1층 동래정 본점,서울특별시 영등포구 당산로30길 5 1층 동래정 본점,1268972736,375256837
잠수교집 문래점,37.514224,126.895481," 냉동삼겹살, 고기집",잠수교집 문래점,문래 ,"가족외식,존맛탱, 저녁식사",54,4.3,7,,,,,,
양키통닭,37.514642,126.894693, 통닭,양키통닭,문래 ,"데이트,캐주얼한, 저녁식사, 노키즈존",54,4.4,11,<b>양키통닭</b>,"음식점>치킨,닭강정",서울특별시 영등포구 문래동3가 58-51,서울특별시 영등포구 도림로 436-1,1268946108,375146726
양남한우정육식당,37.522648,126.890937," 한우, 정육식당",양남한우정육식당,영등포 ,"식사모임,허름한, 저녁식사",53,4.4,11,<b>양남한우정육식당</b>,"육류,고기요리>정육식당",서울특별시 영등포구 양평동1가 28-2,서울특별시 영등포구 선유로24길 8,1268909372,375226478
연탄불 생고기,37.51845,126.9088," 고깃집, 생고기",연탄불 생고기,영등포 ,"술모임,서민적인, 저녁식사, 연탄불",49,4.5,8,기찻길<b>연탄불생고기</b>,한식>돼지고기구이,서울특별시 영등포구 당산동6가 320,서울특별시 영등포구 당산로 247,1269029156,375355884
20세기삼겹살,37.524912,126.905934," 삼겹살, 냉삼",20세기삼겹살,영등포 ,"데이트,서민적인, 저녁식사, 셀프바",48,4.0,5,<b>20세기삼겹살</b>,"한식>육류,고기요리",서울특별시 영등포구 영등포동7가 75-3 1층 20세기삼겹살,서울특별시 영등포구 영중로 98-7 1층 20세기삼겹살,1269059343,375249117
구아이,37.519337,126.931507," 소고기, 화로구이",구아이,여의도 ,"식사모임,푸짐한, 저녁식사, 칸막이",47,4.0,126,<b>구아이</b>,한식>소고기구이,서울특별시 영등포구 여의도동 44-14 경도빌딩,서울특별시 영등포구 여의대방로 383 경도빌딩,1269315071,375193372
고기주방,37.535212,126.902547," 고깃집, 삼겹살",고기주방,당산역 ,"식사모임,고급스러운, 저녁식사",47,5.0,8,<b>고기주방</b>,"한식>육류,고기요리",서울특별시 영등포구 당산동6가 311-1 유니언타운 1층,서울특별시 영등포구 당산로 241 유니언타운 1층,1269025511,375351305
솥돈 문래점,37.51454,126.895035," 삼겹살, 목살",솥돈 문래점,문래 ,"데이트,존맛, 저녁식사, 칸막이",47,4.0,3,<b>솥돈 문래점</b>,"음식점>한식>육류,고기요리>돼지고기구이",서울특별시 영등포구 문래동3가 58-70 1층,서울특별시 영등포구 도림로 434-4 1층,1268950348,375145400
영등포 꼬들집,37.518834,126.908328," 특수부위, 꼬들살",영등포 꼬들집,영등포 ,"데이트,서민적인, 저녁식사, 예약가능",45,3.8,6,<b>영등포 꼬들집</b>,"한식>육류,고기요리",서울특별시 영등포구 영등포동3가 3-11 1층,서울특별시 영등포구 영중로10길 25 1층,1269083276,375188340
역전소금구이,37.517264,126.908236," 한우, 소금구이",역전소금구이,영등포역 ,"회식,노포, 저녁식사",45,4.0,27,<b>역전소금구이</b>,한식>소고기구이,서울특별시 영등포구 영등포동3가 10-41,서울특별시 영등포구 경인로 861-3,1269082363,375172640
더착한뒷고기 본점,37.525169,126.89763," 고깃집, 뒷고기",더착한뒷고기 본점,영등포구청역 ,"식사모임,서민적인, 저녁식사",45,4.2,1,<b>더착한뒷고기 본점</b>,"한식>육류,고기요리",서울특별시 영등포구 당산동3가 257-13 1층,서울특별시 영등포구 양산로23길 13 1층,1268976302,375251689
마츠리,37.516632,126.889039," 와규, 화로구이",마츠리,문래동 ,"혼술,분위기좋은, 저녁식사, 좌식테이블",43,5.0,6,<b>마츠리</b>,"한식>육류,고기요리",서울특별시 영등포구 문래동4가 9-9 1층,서울특별시 영등포구 도림로141가길 40 1층,1268890390,375166317
